,glom_sizes,glom_diameters,glom_distance_to_closest_glom,glom_shape_circularity,glom_shape_eccentricity,glom_shape_elongation,glom_shape_solidity,glom_tuft_sizes,glom_tuft_shape_circularity,glom_tuft_shape_eccentricity,glom_tuft_shape_elongation,glom_tuft_shape_solidity,glom_bowman_sizes,glom_tufttocapsule_ratio
st108,13073.19,113.84,21.98,0.81,0.62,0.21,0.99,9150.18,0.51,0.7,0.29,0.94,3923.02,0.699919453476925
st109,16463.81,137.15,280.57,0.83,0.22,0.02,0.98,11551.06,0.68,0.24,0.03,0.95,4912.75,0.701603091872416
st110,16863.17,135.69,21.98,0.85,0.45,0.11,0.99,12904.67,0.73,0.57,0.18,0.96,3958.49,0.765257659147124
st111,10279.21,99.33,138.21,0.74,0.56,0.17,0.97,6020.52,0.35,0.74,0.33,0.89,4258.69,0.5856987064181
st112,16726.83,133.97,203.8,0.84,0.51,0.14,0.99,12599.02,0.63,0.45,0.1,0.95,4127.81,0.75322221843589
st113,5623.22,68.48,207.21,0.5,0.7,0.29,0.87,2903.71,0.45,0.65,0.24,0.89,2719.5,0.516378516223801
st114,22769.98,134.15,142.52,0.65,0.75,0.34,0.95,18551.88,0.49,0.64,0.23,0.92,4218.09,0.814751703778396
st115,10343.23,100.19,142.52,0.71,0.16,0.01,0.94,8293.25,0.61,0.32,0.05,0.95,2049.97,0.801804658699458
st116,1993.92,38.4,472.65,0.38,0.28,0.04,0.89,1046.93,0.43,0.78,0.37,0.8,946.98,0.525061186005457
st117,17899.87,129.7,85.32,0.54,0.56,0.17,0.95,2892.91,0.2,0.88,0.52,0.78,15006.95,0.161616257548239
st118,7919.26,85.65,85.32,0.71,0.51,0.14,0.95,4106.89,0.33,0.38,0.07,0.83,3812.37,0.5185951717711
st119,20332.48,122.38,207.36,0.24,0.35,0.07,0.88,12389.79,0.18,0.58,0.19,0.74,7942.68,0.609359507546546
st120,24285.4,153.09,207.36,0.42,0.55,0.17,0.91,18507.76,0.45,0.48,0.12,0.93,5777.63,0.762094097688323
st121,19196.73,129.05,129.69,0.47,0.57,0.18,0.91,14087.26,0.38,0.52,0.15,0.9,5109.47,0.733836439851996
st122,11391.41,74.52,129.69,0.24,0.86,0.48,0.82,5749.09,0.3,0.75,0.34,0.74,5642.32,0.504686425999942
st123,26431.34,160.65,68.79,0.69,0.44,0.1,0.97,15929.26,0.46,0.4,0.08,0.91,10502.08,0.602665623460634
st124,22159.35,149.29,10.89,0.64,0.42,0.09,0.96,11228.58,0.27,0.72,0.3,0.84,10930.77,0.506719736815385
st125,18391.44,132.86,130.31,0.48,0.36,0.07,0.92,10301.84,0.43,0.63,0.23,0.91,8089.6,0.560143197052542
st126,17785.7,119.86,271.19,0.49,0.71,0.3,0.91,10094.77,0.19,0.79,0.39,0.76,7690.93,0.567577885604727
st127,12546.71,114.17,37.41,0.83,0.52,0.14,0.99,6587.94,0.61,0.64,0.23,0.95,5958.78,0.525073106814456
st128,25671.76,165.45,174.13,0.58,0.36,0.07,0.96,14664.8,0.34,0.4,0.08,0.92,11006.96,0.571242485906693
st129,16821.89,116.1,161.49,0.52,0.76,0.35,0.93,8881.93,0.22,0.61,0.2,0.78,7939.96,0.527998340257843
st130,9946.61,85.04,151.74,0.64,0.7,0.28,0.94,5379.88,0.32,0.63,0.23,0.86,4566.73,0.540875735552113
st131,21740.33,139.6,194.84,0.58,0.59,0.19,0.94,12399.91,0.37,0.74,0.33,0.86,9340.41,0.570364387293109
st132,12959.37,115.88,109.5,0.83,0.54,0.16,0.99,8748.66,0.7,0.6,0.2,0.96,4210.7,0.675083742496742
st133,8977,49.61,596.2,0.11,0.96,0.71,0.77,1990.5,0.18,0.76,0.35,0.8,6986.49,0.221733318480561
st134,3915.97,37.92,213.16,0.08,0.81,0.41,0.62,903.66,0.07,0.93,0.64,0.61,3012.31,0.230762748437807
st135,8159.08,90.61,276.38,0.66,0.53,0.15,0.96,2339.14,0.47,0.87,0.51,0.94,5819.94,0.286691636802188
st136,15648.28,128.28,114.34,0.81,0.48,0.12,0.98,11653.29,0.46,0.48,0.12,0.93,3994.99,0.744701015063636
st137,11383.79,107.37,114.34,0.78,0.5,0.13,0.98,3829.2,0.6,0.74,0.33,0.91,7554.59,0.336373035693736
st138,10492.42,103.09,11.46,0.67,0.43,0.1,0.96,5309.83,0.48,0.67,0.25,0.93,5182.59,0.506063424834309
st139,6846.4,73.89,11.46,0.49,0.58,0.19,0.91,2610.34,0.36,0.73,0.31,0.86,4236.06,0.381271909324609
st140,25099.22,160.43,214.02,0.51,0.52,0.15,0.95,11897.77,0.22,0.64,0.24,0.79,13201.46,0.474029471832192
st141,27969.16,168.18,214.02,0.79,0.62,0.22,0.99,17601.6,0.55,0.56,0.17,0.93,10367.56,0.629321724356398
st142,21641.74,148.56,253.41,0.77,0.43,0.1,0.97,12928.89,0.62,0.39,0.08,0.93,8712.85,0.597405291811102
st143,37768.74,93.22,95.69,0.11,0.76,0.35,0.77,3879.81,0.2,0.84,0.46,0.69,33888.94,0.102725428489274
st144,10409.41,87,14.98,0.38,0.72,0.3,0.88,842.25,0.35,0.85,0.48,0.76,9567.15,0.080912366791201
st145,35392.65,192.76,14.98,0.38,0.41,0.09,0.92,23369,0.35,0.54,0.16,0.9,12023.64,0.660278334625975
st146,23075.29,152.07,253.41,0.74,0.53,0.15,0.98,16347.37,0.41,0.44,0.1,0.91,6727.91,0.708436166999418
st147,24390.12,160.13,367.46,0.66,0.31,0.05,0.94,17825.38,0.39,0.44,0.1,0.92,6564.74,0.730844292689007
st148,11127.04,95.36,556.17,0.46,0.74,0.33,0.94,5004.52,0.65,0.55,0.16,0.94,6122.52,0.449762021166456
st149,6266.14,59.51,589.79,0.24,0.57,0.18,0.75,807.69,0.27,0.91,0.58,0.72,5458.45,0.128897535005602
st150,12989.73,107.8,190.69,0.49,0.64,0.23,0.95,5417.06,0.27,0.52,0.15,0.86,7572.67,0.417026373912314
st151,1811.41,34.76,214.66,0.47,0.66,0.25,0.9,1618.44,0.58,0.6,0.2,0.96,192.97,0.893469728001943
st152,9874.63,67.19,214.66,0.24,0.91,0.59,0.63,4211.04,0.14,0.84,0.46,0.47,5663.58,0.42645040877481
st153,10525.73,87.92,271.34,0.32,0.71,0.3,0.86,4959.37,0.37,0.81,0.41,0.87,5566.36,0.471166370408513
st154,8684.08,68.12,111.95,0.24,0.91,0.59,0.83,528.07,0.18,0.61,0.21,0.65,8156.01,0.060808974583376
st155,2756.12,49.12,12.88,0.49,0.66,0.25,0.95,2392.58,0.59,0.68,0.27,0.96,363.53,0.868097180093755
st156,2617.28,20.63,657.09,0.02,0.94,0.66,0.57,2128.21,0.03,0.96,0.72,0.57,489.07,0.813138067000856
st157,4456.09,52.48,781.03,0.2,0.75,0.33,0.82,3540.27,0.45,0.85,0.47,0.94,915.83,0.794479016357389
st158,3381.18,27.65,456.73,0.1,0.88,0.53,0.6,2840.38,0.13,0.9,0.56,0.65,540.81,0.840055838494254
st159,1821.87,23.6,456.73,0.1,0.94,0.66,0.75,1000.08,0.2,0.94,0.65,0.72,821.79,0.548930494491923
st160,12219.23,61.38,222.56,0.09,0.87,0.5,0.69,552.41,0.18,0.36,0.07,0.82,11666.82,0.045208249619657
st161,3181.62,32.37,87.27,0.06,0.87,0.5,0.59,2790.91,0.13,0.87,0.51,0.6,390.71,0.877197779747424
st162,7713.9,49.01,87.27,0.07,0.97,0.76,0.68,6036.89,0.08,0.98,0.79,0.63,1677,0.782598944762053
st163,9717.71,88.68,185.55,0.65,0.62,0.21,0.95,5694.74,0.35,0.66,0.24,0.86,4022.97,0.58601666441991
st164,17532.81,130.72,40.89,0.26,0.5,0.13,0.86,10154.01,0.3,0.52,0.15,0.83,7378.79,0.579143331844696
st165,9484.26,94.91,338.62,0.72,0.64,0.23,0.97,5528.38,0.5,0.63,0.22,0.93,3955.88,0.58290051095183
st166,20120.86,136.91,14.64,0.72,0.63,0.23,0.97,14433.97,0.53,0.6,0.2,0.94,5686.89,0.717363472535468
st167,22445.79,125.51,134.21,0.43,0.84,0.46,0.91,15048.34,0.37,0.78,0.38,0.9,7397.44,0.670430401424944
st168,1715.21,29,184.18,0.28,0.92,0.61,0.92,1100.95,0.27,0.81,0.41,0.82,614.26,0.641874755860798
st169,7724.93,66.63,242.93,0.21,0.71,0.3,0.74,4388.09,0.15,0.77,0.36,0.65,3336.84,0.568042687765456
st170,22817.51,144.54,87.82,0.73,0.68,0.27,0.97,16151.11,0.38,0.64,0.24,0.91,6666.4,0.707838410063149
st171,12537.84,79.07,182.45,0.29,0.82,0.43,0.86,6581.91,0.09,0.79,0.39,0.57,5955.93,0.524963630098964
st172,5091.73,34.4,532.1,0.06,0.92,0.6,0.45,4168.29,0.07,0.93,0.63,0.47,923.44,0.818639244421837
st173,1921.25,32.17,532.1,0.31,0.81,0.41,0.73,1692.13,0.37,0.74,0.33,0.8,229.13,0.880744307091737
st174,1956.16,29.2,5839.39,0.17,0.95,0.68,0.72,1086.96,0.28,0.93,0.64,0.8,869.2,0.555660068706036
st175,4984.73,51.3,296.19,0.39,0.81,0.42,0.87,3576.88,0.38,0.86,0.49,0.82,1407.85,0.71756745099534
st176,4058.79,40.47,296.19,0.05,0.79,0.39,0.58,2090.46,0.1,0.78,0.38,0.55,1968.33,0.515045124285809
st177,3409.95,44.18,62.52,0.23,0.78,0.38,0.81,2561.33,0.39,0.75,0.34,0.9,848.62,0.751134180853092
st178,9995.73,69.85,62.52,0.23,0.87,0.51,0.86,8006.13,0.16,0.91,0.58,0.77,1989.59,0.800955007788326
st179,4781.3,50.67,129.16,0.22,0.83,0.44,0.76,2462.4,0.17,0.85,0.47,0.71,2318.9,0.515006379018259
st180,1831.31,29.95,226.81,0.17,0.77,0.36,0.75,1121.3,0.19,0.74,0.32,0.69,710.01,0.612293931666403
st181,20793.34,126.38,245.57,0.3,0.86,0.49,0.82,11854.78,0.54,0.43,0.1,0.95,8938.56,0.570123895439598
st182,18645.12,135.1,82.78,0.73,0.5,0.13,0.98,12036.83,0.52,0.53,0.15,0.91,6608.29,0.64557535698349
st183,9910.22,60.02,111.61,0.28,0.95,0.68,0.78,5390.79,0.25,0.97,0.74,0.72,4519.43,0.543962697094515
st184,2306.73,35.85,245.57,0.41,0.91,0.6,0.96,586.52,0.66,0.81,0.41,0.95,1720.21,0.2542646950445
st185,12342.26,70.18,104.03,0.14,0.87,0.5,0.72,8948.8,0.16,0.95,0.68,0.78,3393.46,0.725053596342971
st186,1943.31,31.61,294.07,0.19,0.85,0.48,0.64,906.16,0.18,0.91,0.58,0.63,1037.15,0.466297193962878
st187,1746.71,37.19,294.07,0.66,0.73,0.32,0.97,669.98,0.4,0.92,0.61,0.87,1076.73,0.38356681990714
st188,6218.72,74.36,208.05,0.4,0.64,0.23,0.91,5121.75,0.37,0.64,0.23,0.87,1096.97,0.823601963104948
st189,3780.42,36.42,147.43,0.1,0.88,0.53,0.67,2421.47,0.12,0.89,0.54,0.62,1358.96,0.640529359171732
st190,2236.69,35.75,208.05,0.16,0.84,0.45,0.84,1683.37,0.25,0.78,0.38,0.76,553.32,0.752616589692805
st191,21817.99,135.76,297.36,0.66,0.72,0.3,0.98,15813.16,0.36,0.66,0.25,0.93,6004.83,0.724776205324138
st192,23881.38,154.22,114.79,0.76,0.58,0.19,0.96,18922.35,0.61,0.63,0.22,0.95,4959.03,0.792347427158732
st193,16247.31,101.04,31.8,0.5,0.83,0.44,0.9,2782.95,0.43,0.79,0.39,0.85,13464.36,0.17128681609448
st194,19688.42,135.44,680.96,0.63,0.64,0.23,0.97,15709.46,0.57,0.69,0.27,0.95,3978.96,0.797903539237785
st195,23629.17,156.71,73.92,0.52,0.51,0.14,0.96,12863.51,0.32,0.66,0.25,0.89,10765.66,0.544391106416349
st196,33125.49,170.84,175.81,0.5,0.43,0.1,0.95,25947.5,0.42,0.46,0.11,0.91,7177.98,0.783309167653067
st197,32961.86,191.71,272.42,0.77,0.38,0.07,0.98,23368.21,0.41,0.17,0.01,0.93,9593.65,0.708946946561875
st198,17302.77,131.14,136.34,0.76,0.58,0.19,0.98,11699.11,0.46,0.64,0.23,0.93,5603.66,0.676140872241843
st199,8873.52,80.07,131.05,0.69,0.72,0.31,0.93,2998.43,0.29,0.78,0.38,0.81,5875.08,0.33790761727026
st200,30254.18,176.76,131.05,0.69,0.47,0.12,0.97,24071.28,0.5,0.38,0.07,0.94,6182.9,0.795634851118093
st201,3025.38,36.32,222.32,0.16,0.91,0.57,0.8,1990.84,0.16,0.95,0.7,0.76,1034.54,0.658046261957176
st202,32780.15,179.45,93.45,0.64,0.55,0.16,0.97,23085.18,0.42,0.58,0.19,0.93,9694.96,0.704242659048235
st203,4989.96,42.35,783.55,0.1,0.97,0.75,0.56,347.16,0.37,0.8,0.4,0.81,4642.8,0.069571699973547
st204,27357.06,166.47,42.91,0.79,0.61,0.2,0.98,19738.11,0.53,0.69,0.27,0.94,7618.95,0.721499678693544
st205,21509.38,114.02,864.48,0.35,0.86,0.49,0.9,10296.72,0.18,0.9,0.56,0.69,11212.66,0.47870835886483
st206,28594.35,158.7,42.91,0.69,0.65,0.24,0.97,22487.75,0.47,0.68,0.27,0.93,6106.6,0.786440328246664
st207,3814.42,51.93,798.75,0.33,0.77,0.36,0.92,1183.95,0.15,0.93,0.62,0.7,2630.47,0.310387948888691
st208,10602.15,93.27,48.64,0.69,0.71,0.29,0.95,5632.77,0.48,0.88,0.52,0.9,4969.38,0.531285635460732
st209,5236.71,48.97,108.79,0.21,0.77,0.36,0.75,1165.87,0.16,0.93,0.63,0.53,4070.84,0.2226340584069
st210,19996.69,136.97,48.64,0.7,0.6,0.2,0.97,12197.73,0.31,0.63,0.22,0.83,7798.95,0.609987452923459
st211,7800.32,68.17,16.12,0.38,0.81,0.41,0.84,1926.14,0.51,0.63,0.22,0.86,5874.18,0.246930895142763
st212,18127.4,132.43,16.12,0.7,0.62,0.22,0.97,11673.98,0.66,0.61,0.21,0.96,6453.42,0.643996381168838
st213,13555.89,112.72,477.08,0.73,0.69,0.28,0.96,10079.08,0.34,0.63,0.22,0.92,3476.81,0.743520344293145
st214,23576.87,140.65,12.82,0.47,0.62,0.22,0.92,17995.95,0.35,0.72,0.31,0.89,5580.92,0.763288341497408
st215,23455.88,149.75,298.06,0.76,0.45,0.1,0.98,14913.94,0.54,0.53,0.15,0.93,8541.94,0.635829480710167
st216,20647.11,123.14,378.49,0.32,0.74,0.33,0.83,9257.06,0.58,0.61,0.21,0.93,11390.05,0.448346524041379
st217,21047.26,133.86,49.88,0.33,0.46,0.11,0.9,14395.76,0.23,0.53,0.15,0.83,6651.5,0.683973115740481
st218,7410.97,61.11,49.88,0.48,0.84,0.45,0.88,2816.84,0.29,0.9,0.57,0.67,4594.14,0.380090595428129
st219,3191.74,49.79,350.27,0.22,0.5,0.13,0.88,1179.41,0.36,0.74,0.33,0.84,2012.34,0.369519447072757
st220,6987.17,79.1,532.07,0.67,0.55,0.17,0.95,1395.91,0.28,0.72,0.3,0.72,5591.26,0.199781885942377
st221,3196.4,53.99,532.07,0.66,0.62,0.21,0.95,522.16,0.68,0.63,0.22,0.91,2674.25,0.163358778625954
st222,20907.4,148.4,210.81,0.77,0.38,0.08,0.97,16875.45,0.53,0.48,0.12,0.92,4031.95,0.807152013162804
st223,16720.69,119.37,519.83,0.66,0.65,0.24,0.95,10995.59,0.36,0.72,0.3,0.86,5725.1,0.657603842903612
st224,12942.88,106.82,118.53,0.72,0.64,0.23,0.96,6614.66,0.52,0.75,0.34,0.88,6328.22,0.511065543372109
st225,10493.55,101.14,210.81,0.26,0.58,0.19,0.87,6175.05,0.47,0.67,0.26,0.89,4318.5,0.588461483482711
st226,3236.32,49.23,118.53,0.41,0.68,0.27,0.94,1327.57,0.31,0.83,0.44,0.81,1908.75,0.410209744401048
st227,23009.68,142.33,419.58,0.74,0.73,0.31,0.98,16165.44,0.57,0.76,0.35,0.94,6844.24,0.702549535673682
st228,30087.71,175.88,189.31,0.61,0.46,0.11,0.96,19224.37,0.4,0.34,0.06,0.92,10863.34,0.638944273259746
st229,11930.86,98.35,141.63,0.57,0.71,0.29,0.96,5414.1,0.27,0.78,0.37,0.81,6516.75,0.453789584321667
st230,13697.8,117.36,189.31,0.75,0.49,0.13,0.96,8375.35,0.67,0.34,0.06,0.93,5322.45,0.611437603118749
st231,8946.98,76.61,318.05,0.48,0.79,0.39,0.89,5571.36,0.39,0.84,0.45,0.87,3375.61,0.622708444637185
st232,27568.56,157.05,50.24,0.69,0.74,0.32,0.97,14641.94,0.33,0.71,0.29,0.84,12926.62,0.531110076115691
st233,2727.23,35.33,78.39,0.21,0.88,0.52,0.81,860.9,0.34,0.77,0.37,0.91,1866.33,0.315668278803035
st234,6443.87,81.14,78.39,0.79,0.54,0.16,0.98,2443.3,0.58,0.79,0.39,0.92,4000.57,0.379166556743075
st235,21387.26,136.29,382.41,0.52,0.54,0.16,0.94,14061.56,0.46,0.72,0.3,0.9,7325.69,0.657473654876782
st236,13831.41,117.33,197.03,0.66,0.41,0.09,0.93,4443.01,0.45,0.81,0.41,0.84,9388.4,0.321226107822702
st237,22729.15,141.46,201.18,0.73,0.56,0.17,0.96,14819.9,0.3,0.64,0.23,0.86,7909.25,0.652021743004028
st238,22685.03,150.06,197.03,0.62,0.38,0.08,0.96,16018.64,0.36,0.35,0.06,0.9,6666.4,0.706132634605288
st239,10851.17,102.12,70.65,0.69,0.59,0.19,0.97,6372.91,0.47,0.52,0.14,0.91,4478.26,0.587301645813309
st240,4715.46,37.86,97.22,0.14,0.98,0.79,0.73,2823.32,0.27,0.99,0.85,0.56,1892.14,0.598736920682182
st241,15030.49,118.1,240.21,0.78,0.64,0.23,0.98,8781.87,0.57,0.7,0.29,0.92,6248.62,0.584270373088303
st242,3054.38,41.81,97.22,0.35,0.89,0.55,0.92,2062.37,0.36,0.9,0.57,0.92,992.01,0.675217229028477
st243,1939.45,37.31,27.9,0.2,0.86,0.49,0.8,442.33,0.31,0.86,0.49,0.78,1497.11,0.22806981360695
st244,10380.07,85.41,240.21,0.4,0.62,0.22,0.91,5928.3,0.36,0.74,0.33,0.87,4451.77,0.571123316124072
st245,19836.47,145.03,380.46,0.59,0.48,0.12,0.96,13032.6,0.4,0.52,0.15,0.88,6803.87,0.657001976662178
st246,8211.15,86.7,226.22,0.72,0.65,0.24,0.97,5541,0.54,0.65,0.24,0.92,2670.15,0.674814124696297
st247,11064.27,67.93,464.48,0.1,0.87,0.5,0.61,4120.3,0.21,0.68,0.27,0.82,6943.96,0.372396913668954
st248,23352.29,133.97,464.48,0.35,0.81,0.41,0.93,15788.94,0.23,0.78,0.37,0.85,7563.35,0.676119558295996
st249,23357.63,144.8,50.99,0.76,0.59,0.19,0.97,18274.77,0.63,0.62,0.21,0.95,5082.86,0.782389737314959
